No,ID,Pattern,Trap,Correct Letter,Correct Answer To Look For,Rule Capsule,Most Popular Wrong,Most Popular Wrong Choice,Nugget,Word Count
142,20090,A woman went to an art gallery and falsely represented that she was an agent for a museum and wanted to purchase a painting that was hanging in the gallery. The woman and the gallery owner then agreed on a…,This fact does not excuse the woman for knowingly making false statements to obtain property that she would not otherwise have been able to obtain,A,"No, because she believed that the painting belonged to her","The woman cannot properly be found guilty of obtaining property by false pretenses because, although she made the false statements to obtain property, she subjectively believed it belonged to her",D,"Yes, because she knowingly made a false representation on which the gallery owner relied.","142. ID 20090 | Pattern: A woman went to an art gallery and falsely represented that she was an agent for a museum and wanted to purchase a painting that was hanging in the gallery. The woman and the gallery owner then agreed on a… | Trap: This fact does not excuse the woman for knowingly making false statements to obtain property that she would not otherwise have been able to obtain | Look for: A — No, because she believed that the painting belonged to her. Rule: The woman cannot properly be found guilty of obtaining property by false pretenses because, although she made the false statements to obtain property, she subjectively believed it belonged to her",118
143,21143,"Ilan set fire to an occupied apartment building at night to collect insurance proceeds. Firefighters arrived while the fire was spreading. One firefighter entered to rescue tenants, was overcome by smoke, and died. Ilan was charged with felony murder. Is…",Firefighter response is a foreseeable consequence of setting fire to an occupied building,C,"Yes, because arson is a qualifying predicate and the firefighter's death was caused by the fire response","Arson is a classic felony-murder predicate, and deaths proximately caused by the fire or immediate response can fall within the felony transaction",A,"No, because Ilan did not know a firefighter would enter the building","143. ID 21143 | Pattern: Ilan set fire to an occupied apartment building at night to collect insurance proceeds. Firefighters arrived while the fire was spreading. One firefighter entered to rescue tenants, was overcome by smoke, and died. Ilan was charged with felony murder. Is… | Trap: Firefighter response is a foreseeable consequence of setting fire to an occupied building | Look for: C — Yes, because arson is a qualifying predicate and the firefighter's death was caused by the fire response. Rule: Arson is a classic felony-murder predicate, and deaths proximately caused by the fire or immediate response can fall within the felony transaction",105
144,17367,"Detectives arrested Cole in his home without a warrant, consent, exigency, or probable cause. Thirty minutes later at the station, they gave proper Miranda warnings. Cole waived and confessed. No intervening evidence, warrant, or voluntary return occurred between the arrest…",Counsel presence is not required for every post-arrest statement,A,"Yes, because the confession was the direct fruit of an unlawful arrest and no attenuation fact broke the causal chain",A confession following an illegal arrest is suppressible unless the causal taint is attenuated; warnings alone do not necessarily break the chain,C,"No, because Miranda warnings always cure the taint of an illegal arrest","144. ID 17367 | Pattern: Detectives arrested Cole in his home without a warrant, consent, exigency, or probable cause. Thirty minutes later at the station, they gave proper Miranda warnings. Cole waived and confessed. No intervening evidence, warrant, or voluntary return occurred between the arrest… | Trap: Counsel presence is not required for every post-arrest statement | Look for: A — Yes, because the confession was the direct fruit of an unlawful arrest and no attenuation fact broke the causal chain. Rule: A confession following an illegal arrest is suppressible unless the causal taint is attenuated; warnings alone do not necessarily break the chain",104
145,20658,"Soren joins a conspiracy to steal rare books. Before any theft, he sends a message to every conspirator saying he is withdrawing, retrieves the van he had supplied, and gives police the planned date. The remaining conspirators later steal the…",Withdrawal has limited consequences. It does not undo the completed agreement offense,A,"Effective withdrawal may cut off liability for the later theft, but it does not automatically erase the earlier conspiracy","A conspirator who effectively withdraws may avoid liability for later substantive crimes, but withdrawal generally does not erase liability for the conspiracy already joined",B,Withdrawal erases both the conspiracy and every later crime,"145. ID 20658 | Pattern: Soren joins a conspiracy to steal rare books. Before any theft, he sends a message to every conspirator saying he is withdrawing, retrieves the van he had supplied, and gives police the planned date. The remaining conspirators later steal the… | Trap: Withdrawal has limited consequences. It does not undo the completed agreement offense | Look for: A — Effective withdrawal may cut off liability for the later theft, but it does not automatically erase the earlier conspiracy. Rule: A conspirator who effectively withdraws may avoid liability for later substantive crimes, but withdrawal generally does not erase liability for the conspiracy already joined",108
146,14728,"A babysitter, while baby-sitting one night, noticed that the next-door neighbor had left his house but that the door did not close completely behind him. The babysitter said to the 11-year-old boy she was baby-sitting, ""Let's play a game. You…","Although the 11-year-old boy did not commit a crime, the babysitter did because she used him as an innocent agent in the commission of larceny, and she had the requisite…",D,guilty of larceny by the use of an innocent agent,"The babysitter is criminally responsible for the 11-year-old boy's actions, and, even though the boy did not have the mens rea necessary for the commission of larceny, the babysitter did, so she is guilty of larceny",B,"not guilty of larceny but guilty of attempted larceny, because she never acquired possession of the television.","146. ID 14728 | Pattern: A babysitter, while baby-sitting one night, noticed that the next-door neighbor had left his house but that the door did not close completely behind him. The babysitter said to the 11-year-old boy she was baby-sitting, ""Let's play a game. You… | Trap: Although the 11-year-old boy did not commit a crime, the babysitter did because she used him as an innocent agent in the commission of larceny, and she had the requisite… | Look for: D — guilty of larceny by the use of an innocent agent. Rule: The babysitter is criminally responsible for the 11-year-old boy's actions, and, even though the boy did not have the mens rea necessary for the commission of larceny, the babysitter did, so she is guilty of larceny",129
147,18678,"Two employees, Mira and Dane, separately remove security tags from expensive watches during the same overnight shift. They communicate by nods, place the watches in the same trash bag near the exit, and leave together after Dane texts, ""Same plan…",Agreement can be inferred from coordinated conduct and communications showing a shared criminal objective,B,The facts can support conspiracy because coordinated conduct and the text permit inference of a shared larceny plan,A conspiracy agreement may be proved by circumstantial evidence showing a shared criminal objective; an express formal contract or direct statement of agreement is not required,A,The conspiracy charge fails because there was no express spoken agreement,"147. ID 18678 | Pattern: Two employees, Mira and Dane, separately remove security tags from expensive watches during the same overnight shift. They communicate by nods, place the watches in the same trash bag near the exit, and leave together after Dane texts, ""Same plan… | Trap: Agreement can be inferred from coordinated conduct and communications showing a shared criminal objective | Look for: B — The facts can support conspiracy because coordinated conduct and the text permit inference of a shared larceny plan. Rule: A conspiracy agreement may be proved by circumstantial evidence showing a shared criminal objective; an express formal contract or direct statement of agreement is not required",111
148,16072,"After observing the defendant for several weeks, police officers concluded that he was engaged in the illegal sale of a dangerous drug. Two officers obtained a warrant and searched the defendant's kitchen while the defendant was present. Finding an ounce…","If the defendant's statement was the result of an interrogation, it violated his rights unless he waived them voluntarily and intelligently",B,The officers were unaware that the defendant could overhear their conversation from the back of the police car,"After being advised of his or her Miranda rights, a suspect in custody cannot be subjected to police interrogation unless he or she voluntarily and intelligently waives those rights. If the officers were unaware that the defendant could overhear their conversation, the…",A,"When he told the officers where to find the drugs, the defendant fully understood his Fifth Amendment right to remain silent.","148. ID 16072 | Pattern: After observing the defendant for several weeks, police officers concluded that he was engaged in the illegal sale of a dangerous drug. Two officers obtained a warrant and searched the defendant's kitchen while the defendant was present. Finding an ounce… | Trap: If the defendant's statement was the result of an interrogation, it violated his rights unless he waived them voluntarily and intelligently | Look for: B — The officers were unaware that the defendant could overhear their conversation from the back of the police car. Rule: After being advised of his or her Miranda rights, a suspect in custody cannot be subjected to police interrogation unless he or she voluntarily and intelligently waives those rights. If the officers were unaware that the defendant could overhear their conversation, the…",134
149,20672,"Nina managed a warehouse. Her employee, Torres, told her he planned to use one of the loading docks on Saturday to receive stolen electronics that he would resell. Nina said, ""Do whatever you want — I don't care what happens…","Conspiracy requires specific intent — the intent to achieve the unlawful objective, not merely knowledge of it",C,"No, because Nina did not specifically intend to achieve the objective of receiving stolen property","Conspiracy requires specific intent: (1) intent to agree, and (2) intent to achieve the unlawful objective; mere knowledge of another's criminal plan is insufficient",A,"Yes, because Nina knew about Torres's plan and did nothing to prevent it","149. ID 20672 | Pattern: Nina managed a warehouse. Her employee, Torres, told her he planned to use one of the loading docks on Saturday to receive stolen electronics that he would resell. Nina said, ""Do whatever you want — I don't care what happens… | Trap: Conspiracy requires specific intent — the intent to achieve the unlawful objective, not merely knowledge of it | Look for: C — No, because Nina did not specifically intend to achieve the objective of receiving stolen property. Rule: Conspiracy requires specific intent: (1) intent to agree, and (2) intent to achieve the unlawful objective; mere knowledge of another's criminal plan is insufficient",109
150,19484,"Two hunters, Archer and Brennan, acting entirely independently and without knowledge of each other, each fired a single shot at a deer at exactly the same moment. Both bullets struck the victim, Victor, a hiker standing behind the deer who…","When two independent sufficient causes simultaneously produce a result, strict but-for analysis leads to an absurd outcome: neither party is a ""but-for"" cause and neither would be liable",B,"Archer is an actual cause because his shot was a substantial factor in Victor's death, even though Brennan's shot was also independently sufficient","Actual cause is established by the but-for test: but for the defendant's act, the result would not have occurred; where two independently sufficient causes each contribute, both may be actual causes under the substantial-factor test",A,Archer is not an actual cause because Victor would have died from Brennan's shot alone,"150. ID 19484 | Pattern: Two hunters, Archer and Brennan, acting entirely independently and without knowledge of each other, each fired a single shot at a deer at exactly the same moment. Both bullets struck the victim, Victor, a hiker standing behind the deer who… | Trap: When two independent sufficient causes simultaneously produce a result, strict but-for analysis leads to an absurd outcome: neither party is a ""but-for"" cause and neither would be liable | Look for: B — Archer is an actual cause because his shot was a substantial factor in Victor's death, even though Brennan's shot was also independently sufficient. Rule: Actual cause is established by the but-for test: but for the defendant's act, the result would not have occurred; where two independently sufficient causes each contribute, both may be actual causes under the substantial-factor test",139
151,18850,"A state prisoner was convicted of armed robbery following a trial at which the court gave a reasonable-doubt instruction that was arguably ambiguous. The defendant raised the instruction issue on direct appeal; the state supreme court affirmed, holding the instruction…",AEDPA eliminated de novo review of claims adjudicated on the merits in state court,C,"Yes, because AEDPA requires the federal court to defer to the state court's adjudication unless it resulted in a decision that is contrary to, or involves…","Under 28 U.S.C. § 2254 (AEDPA), a federal court may not grant habeas relief unless the state court adjudication (1) resulted in a decision contrary to clearly established federal law as determined by the Supreme Court, or (2) involved an unreasonable application…",A,"No, because AEDPA requires federal courts to conduct a de novo review of constitutional claims, and the district court's independent conclusion that the state court erred requires it to grant the writ","151. ID 18850 | Pattern: A state prisoner was convicted of armed robbery following a trial at which the court gave a reasonable-doubt instruction that was arguably ambiguous. The defendant raised the instruction issue on direct appeal; the state supreme court affirmed, holding the instruction… | Trap: AEDPA eliminated de novo review of claims adjudicated on the merits in state court | Look for: C — Yes, because AEDPA requires the federal court to defer to the state court's adjudication unless it resulted in a decision that is contrary to, or involves…. Rule: Under 28 U.S.C. § 2254 (AEDPA), a federal court may not grant habeas relief unless the state court adjudication (1) resulted in a decision contrary to clearly established federal law as determined by the Supreme Court, or (2) involved an unreasonable application…",135
152,19360,"Carolyn was the victim of a street mugging. Without any police prompting, Carolyn searched social media on her own, found a profile she believed matched the mugger, and texted the photo to the lead detective, saying ""I'm sure this is…","The due process protection against suggestive identification procedures is triggered only by state-created, police-arranged suggestiveness",C,"No, because the due process challenge requires police-arranged suggestiveness, and the formal photo array was conducted in a neutral, non-suggestive manner",The due process protection against suggestive identification procedures applies only when police arrange or create the suggestive circumstances; independent suggestiveness arising from the witness's own actions or prior encounters does not implicate the Constitution,A,"Yes, because Carolyn's prior exposure to Patrick's photo made the subsequent photo array impermissibly suggestive regardless of how the array was conducted","152. ID 19360 | Pattern: Carolyn was the victim of a street mugging. Without any police prompting, Carolyn searched social media on her own, found a profile she believed matched the mugger, and texted the photo to the lead detective, saying ""I'm sure this is… | Trap: The due process protection against suggestive identification procedures is triggered only by state-created, police-arranged suggestiveness | Look for: C — No, because the due process challenge requires police-arranged suggestiveness, and the formal photo array was conducted in a neutral, non-suggestive manner. Rule: The due process protection against suggestive identification procedures applies only when police arrange or create the suggestive circumstances; independent suggestiveness arising from the witness's own actions or prior encounters does not implicate the Constitution",123
153,18031,"At a party, Leon punches Craig in the face without provocation, knocking him down. Leon then backs away across the room and says loudly, ""I'm done, I don't want to fight."" Craig gets up, grabs a baseball bat, and charges…",The initial-aggressor rule does not permanently bar all self-defense claims,C,Leon may claim self-defense because he effectively withdrew before Craig escalated to deadly force,"An initial aggressor forfeits the right to claim self-defense unless (1) the aggressor completely withdraws from the fight and communicates that withdrawal, after which the other party becomes the new aggressor, or (2) the victim responds to non-deadly force with deadly force",A,Leon has no defense because he was the initial aggressor,"153. ID 18031 | Pattern: At a party, Leon punches Craig in the face without provocation, knocking him down. Leon then backs away across the room and says loudly, ""I'm done, I don't want to fight."" Craig gets up, grabs a baseball bat, and charges… | Trap: The initial-aggressor rule does not permanently bar all self-defense claims | Look for: C — Leon may claim self-defense because he effectively withdrew before Craig escalated to deadly force. Rule: An initial aggressor forfeits the right to claim self-defense unless (1) the aggressor completely withdraws from the fight and communicates that withdrawal, after which the other party becomes the new aggressor, or (2) the victim responds to non-deadly force with deadly force",119
154,19133,"Marcus had been quietly seething for weeks after his business partner, Terrence, embezzled funds from their shared company. One afternoon, Marcus received a bank statement confirming the theft, then sat at his kitchen table for twenty minutes reading through the…",Deliberation does not require the defendant to be emotionally detached at the moment of the killing,C,"Yes, because Marcus formed the intent to kill after a period of cool reflection and then carried out a planned killing","First-degree murder requires both premeditation and deliberation — meaning the defendant must have thought about the killing beforehand AND formed the intent after a period of cool, calm reflection, however brief",B,"No, because twenty minutes is too short a time period to constitute deliberation","154. ID 19133 | Pattern: Marcus had been quietly seething for weeks after his business partner, Terrence, embezzled funds from their shared company. One afternoon, Marcus received a bank statement confirming the theft, then sat at his kitchen table for twenty minutes reading through the… | Trap: Deliberation does not require the defendant to be emotionally detached at the moment of the killing | Look for: C — Yes, because Marcus formed the intent to kill after a period of cool reflection and then carried out a planned killing. Rule: First-degree murder requires both premeditation and deliberation — meaning the defendant must have thought about the killing beforehand AND formed the intent after a period of cool, calm reflection, however brief",121
155,14625,"A defendant was arrested in the victim's apartment after her neighbors had reported sounds of a struggle, and the police arrived to find the defendant bent over the victim's prostrate body. The victim was rushed to the hospital where she…","It is the acquittal on the attempted rape charge that violates the defendant's rights under the Double Jeopardy Clause and not the conviction of the assault charge, which was not…",A,"correct, because he was acquitted of the attempted rape charge","The attempted rape charge cannot be the basis for the felony murder charge because the defendant was acquitted of that charge and therefore, using it to establish the new charge would violate the Double Jeopardy Clause",C,"incorrect, because the victim had not died at the time of the first trial and he was not placed in jeopardy for murder.","155. ID 14625 | Pattern: A defendant was arrested in the victim's apartment after her neighbors had reported sounds of a struggle, and the police arrived to find the defendant bent over the victim's prostrate body. The victim was rushed to the hospital where she… | Trap: It is the acquittal on the attempted rape charge that violates the defendant's rights under the Double Jeopardy Clause and not the conviction of the assault charge, which was not… | Look for: A — correct, because he was acquitted of the attempted rape charge. Rule: The attempted rape charge cannot be the basis for the felony murder charge because the defendant was acquitted of that charge and therefore, using it to establish the new charge would violate the Double Jeopardy Clause",129
156,17246,"Priya has a severe psychotic disorder. During an episode, she understands that taking a pharmacy's medication without paying is against the law in an abstract sense, but her delusion makes her believe the medication belongs to her and that she…","The MPC test asks whether she lacked substantial capacity to appreciate criminality, not whether she had zero abstract knowledge",C,It may succeed because the disorder left her without substantial capacity to appreciate criminality,"Under the MPC/ALI test, a defendant is not responsible if mental disease causes lack of substantial capacity to appreciate criminality or conform conduct to law",A,It fails because she had some abstract awareness that theft is illegal,"156. ID 17246 | Pattern: Priya has a severe psychotic disorder. During an episode, she understands that taking a pharmacy's medication without paying is against the law in an abstract sense, but her delusion makes her believe the medication belongs to her and that she… | Trap: The MPC test asks whether she lacked substantial capacity to appreciate criminality, not whether she had zero abstract knowledge | Look for: C — It may succeed because the disorder left her without substantial capacity to appreciate criminality. Rule: Under the MPC/ALI test, a defendant is not responsible if mental disease causes lack of substantial capacity to appreciate criminality or conform conduct to law",111
157,14690,"An eighteen-year-old boyfriend and his 14-year-old girlfriend made plans to meet in the boyfriend's apartment to have sexual intercourse, and they did so. The girlfriend later told her mother about the incident. The boyfriend was charged with statutory rape and…","A conspiracy charge not only requires that there be an agreement, but also that both parties be capable of committing the offense",B,"reversed, because the girlfriend could not be a conspirator to this crime","Because the charge of statutory rape is meant to protect minor children, and the girlfriend is a member of the protected class, the girlfriend cannot be charged with the crime of conspiracy to commit statutory rape",D,"reversed, because one cannot conspire with a person too young to consent.","157. ID 14690 | Pattern: An eighteen-year-old boyfriend and his 14-year-old girlfriend made plans to meet in the boyfriend's apartment to have sexual intercourse, and they did so. The girlfriend later told her mother about the incident. The boyfriend was charged with statutory rape and… | Trap: A conspiracy charge not only requires that there be an agreement, but also that both parties be capable of committing the offense | Look for: B — reversed, because the girlfriend could not be a conspirator to this crime. Rule: Because the charge of statutory rape is meant to protect minor children, and the girlfriend is a member of the protected class, the girlfriend cannot be charged with the crime of conspiracy to commit statutory rape",123
158,17828,An indigent defendant is convicted of felony robbery in state court. The state provides a one-tier appeal as of right to an intermediate appellate court. The defendant seeks appointed appellate counsel and a free copy of the trial transcript to…,"While it is true that no constitutional right to appeal exists, once a state provides an appeal, the Due Process and Equal Protection Clauses govern the appellate process",B,The defendant has a valid claim to both a free transcript and appointed counsel for the first appeal as of right under the Due Process and…,"There is no constitutional right to appellate review of a criminal conviction; however, if a state provides an appeal, the Due Process and Equal Protection Clauses require that the appeal be meaningful, including that an indigent defendant receive a free trial transcript…",A,"The defendant has no valid claim because there is no constitutional right to an appeal; therefore, the state may impose whatever conditions it chooses on its optional appellate process","158. ID 17828 | Pattern: An indigent defendant is convicted of felony robbery in state court. The state provides a one-tier appeal as of right to an intermediate appellate court. The defendant seeks appointed appellate counsel and a free copy of the trial transcript to… | Trap: While it is true that no constitutional right to appeal exists, once a state provides an appeal, the Due Process and Equal Protection Clauses govern the appellate process | Look for: B — The defendant has a valid claim to both a free transcript and appointed counsel for the first appeal as of right under the Due Process and…. Rule: There is no constitutional right to appellate review of a criminal conviction; however, if a state provides an appeal, the Due Process and Equal Protection Clauses require that the appeal be meaningful, including that an indigent defendant receive a free trial transcript…",149
159,21084,"After being thrown out of a party, Mina stood outside the apartment and fired several bullets through the living-room window. She knew the party was still crowded but later said she ""was not aiming at anyone."" One guest was killed.…",Depraved-heart murder covers extreme recklessness. Shooting into an occupied room is far beyond ordinary negligence,A,"Murder, because Mina consciously disregarded an extreme risk to human life",Knowingly creating an extreme risk of death to people in an occupied space can establish depraved-heart malice,B,"Involuntary manslaughter only, because Mina did not intend to hit anyone","159. ID 21084 | Pattern: After being thrown out of a party, Mina stood outside the apartment and fired several bullets through the living-room window. She knew the party was still crowded but later said she ""was not aiming at anyone."" One guest was killed.… | Trap: Depraved-heart murder covers extreme recklessness. Shooting into an occupied room is far beyond ordinary negligence | Look for: A — Murder, because Mina consciously disregarded an extreme risk to human life. Rule: Knowingly creating an extreme risk of death to people in an occupied space can establish depraved-heart malice",96
160,16053,"The defendant was a resident patient at the state mental hospital, where he had been receiving treatment for a mental illness diagnosed as chronic paranoid schizophrenia. As a result of his illness, he believed that the governor of his state…","B refers to the irresistible impulse supplement, and it is incorrect because the facts indicate that the jurisdiction has adopted only the M'Naghten test",A,"guilty, since he knew the nature of his act and that it was prohibited by law","Under the M'Naghten test, a person may be found not guilty by reason of insanity only if mental illness prevented him or her from knowing the nature and quality of his or her act or from knowing that the act was legally…",C,"not guilty, since the defendant's conduct was the result of mental illness.","160. ID 16053 | Pattern: The defendant was a resident patient at the state mental hospital, where he had been receiving treatment for a mental illness diagnosed as chronic paranoid schizophrenia. As a result of his illness, he believed that the governor of his state… | Trap: B refers to the irresistible impulse supplement, and it is incorrect because the facts indicate that the jurisdiction has adopted only the M'Naghten test | Look for: A — guilty, since he knew the nature of his act and that it was prohibited by law. Rule: Under the M'Naghten test, a person may be found not guilty by reason of insanity only if mental illness prevented him or her from knowing the nature and quality of his or her act or from knowing that the act was legally…",135
161,16119,"Because they were bigots, two men were angry when a Chinese family moved into a house on their street. Deciding to drive them away and to set an example that would discourage other Chinese people from moving into the neighborhood…","Ordinarily, one is not under any obligation to attempt to prevent a crime from being committed",C,"not guilty, because mere presence coupled with silent approval is not sufficient to result in liability as an accessory","Unless a defendant was ready, willing, and able to give affirmative assistance in the commission of the crime, his or her presence and silent acquiescence are not sufficient to result in criminal liability",A,"guilty, because she made no attempt to stop the crime from being committed.","161. ID 16119 | Pattern: Because they were bigots, two men were angry when a Chinese family moved into a house on their street. Deciding to drive them away and to set an example that would discourage other Chinese people from moving into the neighborhood… | Trap: Ordinarily, one is not under any obligation to attempt to prevent a crime from being committed | Look for: C — not guilty, because mere presence coupled with silent approval is not sufficient to result in liability as an accessory. Rule: Unless a defendant was ready, willing, and able to give affirmative assistance in the commission of the crime, his or her presence and silent acquiescence are not sufficient to result in criminal liability",121
162,20475,"United States customs officials received an anonymous tip that heroin would be found inside a distinctively marked red package mailed from a foreign country to a particular address in the United States. Pursuant to this tip, United States customs officers…",Probable cause was not required for the customs officers' search of international mail,A,"Yes, because the search exceeded the authority granted by the warrant","The warrant was valid, but its validity was triggered by and limited to the delivered package",C,"No, because, having found the package, the agents had probable cause to believe that more narcotics could be located in the house and the gun was found in a proper search for narcotics.","162. ID 20475 | Pattern: United States customs officials received an anonymous tip that heroin would be found inside a distinctively marked red package mailed from a foreign country to a particular address in the United States. Pursuant to this tip, United States customs officers… | Trap: Probable cause was not required for the customs officers' search of international mail | Look for: A — Yes, because the search exceeded the authority granted by the warrant. Rule: The warrant was valid, but its validity was triggered by and limited to the delivered package",93
163,14726,"Nine gang members, including the gang leader, were indicted for the murder of a tenth gang member, who had become an informant. The gang leader pleaded guilty. At the trial of the other eight gang members, the state's evidence showed…","This answer correctly states that the convictions should not be upheld, but it misstates the reasoning for this conclusion",A,"No, because mere presence at the scene of a crime is insufficient to make a person an accomplice",Murder is the intentional killing of another human being with malice aforethought. The eight gang members are not guilty of murder because they took no affirmative act and were merely present at what turned out to be a crime scene,C,"Yes, because the gang members made no effort to save the released gang member after he had been stabbed.","163. ID 14726 | Pattern: Nine gang members, including the gang leader, were indicted for the murder of a tenth gang member, who had become an informant. The gang leader pleaded guilty. At the trial of the other eight gang members, the state's evidence showed… | Trap: This answer correctly states that the convictions should not be upheld, but it misstates the reasoning for this conclusion | Look for: A — No, because mere presence at the scene of a crime is insufficient to make a person an accomplice. Rule: Murder is the intentional killing of another human being with malice aforethought. The eight gang members are not guilty of murder because they took no affirmative act and were merely present at what turned out to be a crime scene",130
164,18296,"A state statute defines second-degree murder as ""knowingly causing the death of another person."" The statute further provides: ""The mental state of the defendant at the time of the killing is presumed from the act of killing. The defendant bears…","While states may define crimes and place the burden of producing evidence on a defendant for affirmative defenses, they cannot use a presumption to relieve the prosecution of its constitutional…",C,"Yes, because the instruction places the burden of producing evidence on an element of the offense on the defendant, relieving the prosecution of its constitutional duty…","Under In re Winship and Sandstrom v. Montana, the Due Process Clause requires the prosecution to prove every element of the charged offense beyond a reasonable doubt; a jury instruction that presumes or shifts the burden of proof on an element to…",A,"No, because the state legislature has the authority to define the elements of crimes, including by setting presumptions that accompany the act of killing","164. ID 18296 | Pattern: A state statute defines second-degree murder as ""knowingly causing the death of another person."" The statute further provides: ""The mental state of the defendant at the time of the killing is presumed from the act of… | Trap: While states may define crimes and place the burden of producing evidence on a defendant for affirmative defenses, they cannot use a presumption to relieve the prosecution of… | Look for: C — Yes, because the instruction places the burden of producing evidence on an element of the offense on the defendant, relieving the prosecution of its…. Rule: Under In re Winship and Sandstrom v. Montana, the Due Process Clause requires the prosecution to prove every element of the charged offense beyond a reasonable doubt; a jury instruction that presumes or shifts the burden of proof…",139
165,21130,"Dena learned that her neighbor, Carl, had reported her to animal control for keeping illegal animals. Furious, she drove to a hiking trail she knew Carl used each morning, parked a half-mile away, hiked in before dawn, and crouched behind…","Voluntary manslaughter requires heat of passion arising from adequate provocation — typically sudden, in-the-moment provocation",C,"First-degree murder, because lying in wait provides circumstantial evidence of premeditation and deliberation",Lying in wait is circumstantial evidence from which premeditation and deliberation may be inferred; the act of concealment and positioning to strike demonstrates advance thought and cool reflection,B,"Second-degree murder, because there is no direct evidence Dena planned to kill Carl in advance","165. ID 21130 | Pattern: Dena learned that her neighbor, Carl, had reported her to animal control for keeping illegal animals. Furious, she drove to a hiking trail she knew Carl used each morning, parked a half-mile away, hiked in before dawn, and crouched behind… | Trap: Voluntary manslaughter requires heat of passion arising from adequate provocation — typically sudden, in-the-moment provocation | Look for: C — First-degree murder, because lying in wait provides circumstantial evidence of premeditation and deliberation. Rule: Lying in wait is circumstantial evidence from which premeditation and deliberation may be inferred; the act of concealment and positioning to strike demonstrates advance thought and cool reflection",109
166,17324,"A warrant authorized police to search ""all homes owned by Lee and seize all evidence of any crime."" The warrant did not list an address, unit, item category, offense, or limiting description. Officers executed it at Lee's duplex and seized…",The warrant is facially deficient. A reasonable officer would know it lacks particularity as to place and items,C,"No, because the warrant was so facially deficient that objective reliance was unreasonable",Officers cannot reasonably rely on a warrant that fails on its face to describe the place to be searched or items to be seized with sufficient particularity,A,"Yes, because a judge signed the warrant","166. ID 17324 | Pattern: A warrant authorized police to search ""all homes owned by Lee and seize all evidence of any crime."" The warrant did not list an address, unit, item category, offense, or limiting description. Officers executed it at Lee's duplex and seized… | Trap: The warrant is facially deficient. A reasonable officer would know it lacks particularity as to place and items | Look for: C — No, because the warrant was so facially deficient that objective reliance was unreasonable. Rule: Officers cannot reasonably rely on a warrant that fails on its face to describe the place to be searched or items to be seized with sufficient particularity",111
167,16178,"Without a warrant, police officers searched the garbage cans in the alley behind a man’s house and discovered chemicals used to make methamphetamine, as well as cooking utensils and containers with the man’s fingerprints on them. The alley was a…",Do not find privacy in garbage left in a public alley for collection; the Fourth Amendment does not protect exposed trash,A,"No, because the man had no reasonable expectation of privacy in garbage left in the alley","” A search and seizure cannot implicate a defendant’s Fourth Amendment rights unless the defendant had a “reasonable expectation of privacy” in the place or item being subjected to the search or seizure. Furthermore, the expectation of privacy that’s required is not…",C,"Yes, because the alley was within the curtilage of the man’s home and entry without a warrant was unconstitutional.","167. ID 16178 | Pattern: Without a warrant, police officers searched the garbage cans in the alley behind a man’s house and discovered chemicals used to make methamphetamine, as well as cooking utensils and containers with the man’s fingerprints on them. The alley was a… | Trap: Do not find privacy in garbage left in a public alley for collection; the Fourth Amendment does not protect exposed trash | Look for: A — No, because the man had no reasonable expectation of privacy in garbage left in the alley. Rule: ” A search and seizure cannot implicate a defendant’s Fourth Amendment rights unless the defendant had a “reasonable expectation of privacy” in the place or item being subjected to the search or seizure. Furthermore, the expectation of privacy that’s required is not…",132
168,19033,"Leo planted a bomb in a commercial airliner to destroy the aircraft and kill a specific passenger, Victor, whom he hated. The plane carried 200 other passengers and crew. Leo was indifferent to their fates — he did not want…",MPC purpose requires that the defendant's conscious object was to cause the result,B,"Knowledge, because Leo was aware that detonating the bomb was practically certain to kill all passengers and crew","Under the MPC, purpose means the defendant's conscious object was to cause the result; knowledge means the defendant was aware that his conduct was practically certain to cause the result, even without desiring it",C,"Recklessness, because Leo consciously disregarded the risk of killing the other passengers","168. ID 19033 | Pattern: Leo planted a bomb in a commercial airliner to destroy the aircraft and kill a specific passenger, Victor, whom he hated. The plane carried 200 other passengers and crew. Leo was indifferent to their fates — he did not want… | Trap: MPC purpose requires that the defendant's conscious object was to cause the result | Look for: B — Knowledge, because Leo was aware that detonating the bomb was practically certain to kill all passengers and crew. Rule: Under the MPC, purpose means the defendant's conscious object was to cause the result; knowledge means the defendant was aware that his conduct was practically certain to cause the result, even without desiring it",118
