barmatrix_question_id,percent_correct,correct_answer,most_popular_wrong_answer,heuristic_class,trap_hits,choice_len_avg,charge_menu_score
16078,,B,C,fifth_miranda_confessions,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,452,5
18413,62.0,B,A,inchoate,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,79,2
16197,,C,D,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,67.5,0
18156,45.0,C,B,theft_property_crimes,element_missing_despite_bad_intent;mental_state_gradient,94.2,1
20412,65.0,B,A,fourth_amendment_search_seizure,constitutional_threshold,80,0
18988,62.0,C,A,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;attempt_preparation_line,75,3
19322,50.0,C,A,sixth_trial_rights,lesser_greater_offense_ladder;remedy_vs_right,148.8,1
21284,62.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,99,0
16031,,D,D,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,29,2
18101,42.0,B,A,inchoate,mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,79,0
20687,72.0,C,A,defenses_justification_excuse,,70.5,0
19064,62.0,C,B,defenses_justification_excuse,timing_status_at_moment;mental_state_gradient,58.8,0
20971,45.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,178.8,1
16021,,D,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,146,3
16176,,D,C,exclusion_double_jeopardy_due_process,exception_to_exception,75.5,0
20096,72.0,A,D,fourth_amendment_search_seizure,constitutional_threshold,82.5,0
20674,46.0,C,A,sixth_trial_rights,,129.8,0
16109,,A,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,89.8,4
17646,62.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,120.5,0
19008,42.0,A,B,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold,27.2,3
17682,59.0,B,A,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;attempt_preparation_line;lesser_greater_offense_ladder,83.2,3
17320,55.0,C,A,assault_battery_sex_kidnap,conspiracy_scope_withdrawal_merger,105.8,3
19848,55.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;attempt_preparation_line;lesser_greater_offense_ladder;constitutional_threshold,94.5,4
18823,72.0,B,A,defenses_justification_excuse,timing_status_at_moment,79,0
20427,45.0,C,A,fifth_miranda_confessions,timing_status_at_moment;conspiracy_scope_withdrawal_merger;constitutional_threshold;remedy_vs_right,114,0
16089,,C,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,39.5,0
21754,58.0,C,A,homicide,lesser_greater_offense_ladder,66,1
14696,78.0,A,D,inchoate,attempt_preparation_line;conspiracy_scope_withdrawal_merger;constitutional_threshold,85,0
16158,,B,C,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,232.5,3
14573,66.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,89.5,0
20640,48.0,C,B,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,137.2,2
14663,83.0,A,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,18.8,3
14570,49.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,118,0
16193,,A,B,sentencing_eighth_appeal_habeas,lesser_greater_offense_ladder,63.8,0
14679,82.0,A,C,homicide,timing_status_at_moment;mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,42.2,3
20882,55.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,127.8,0
16169,,A,C,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,46.8,5
16139,,A,D,homicide,timing_status_at_moment;attempt_preparation_line;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,69.2,5
16099,,A,B,theft_property_crimes,lesser_greater_offense_ladder,15.2,0
16061,,B,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder,79.8,0
19596,72.0,C,A,homicide,lesser_greater_offense_ladder;constitutional_threshold,61.2,2
20597,48.0,B,D,mens_rea_actus_reus,mental_state_gradient;lesser_greater_offense_ladder;exception_to_exception,113,3
19281,60.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent,65.2,0
16016,,A,C,fifth_miranda_confessions,constitutional_threshold,108,0
16014,,D,C,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,22.8,2
14667,69.0,B,C,homicide,mental_state_gradient;lesser_greater_offense_ladder,119.8,3
16010,,A,B,homicide,mental_state_gradient;lesser_greater_offense_ladder,94.8,2
16165,,B,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,119.2,1
19000,72.0,A,D,theft_property_crimes,lesser_greater_offense_ladder,60.8,2
19992,58.0,B,A,accomplice_party_liability,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder;exception_to_exception,85,5
17084,63.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,103,0
18147,62.0,A,B,fourth_amendment_search_seizure,constitutional_threshold;exception_to_exception,75.5,0
20095,60.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,87,0
14742,76.0,A,D,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,77.2,2
19743,45.0,C,D,exclusion_double_jeopardy_due_process,remedy_vs_right,155.2,0
16129,,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,52.8,0
19357,46.0,C,B,defenses_justification_excuse,,169.2,0
17076,60.0,C,A,fifth_miranda_confessions,lesser_greater_offense_ladder;remedy_vs_right,72.2,0
18496,46.0,C,A,homicide,mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,77.5,3
20421,50.0,A,C,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;constitutional_threshold;remedy_vs_right,84.8,0
18599,58.0,C,A,mens_rea_actus_reus,mental_state_gradient,108.2,0
18357,72.0,A,B,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right,81.8,2
16126,,D,A,defenses_justification_excuse,timing_status_at_moment;lesser_greater_offense_ladder,76.2,2
20036,58.0,C,B,defenses_justification_excuse,timing_status_at_moment;conspiracy_scope_withdrawal_merger,66.5,0
19035,60.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,107.2,3
19420,50.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;mental_state_gradient,133.2,0
14678,60.0,D,B,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,87.5,2
18829,58.0,C,A,inchoate,attempt_preparation_line;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,74.8,2
17252,43.0,C,A,defenses_justification_excuse,,89.5,0
16077,,D,C,inchoate,timing_status_at_moment;conspiracy_scope_withdrawal_merger,80.8,2
19508,62.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder;exception_to_exception,82.5,4
20250,62.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,79,0
19995,57.0,C,B,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,79.8,0
21413,62.0,B,A,homicide,mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder;constitutional_threshold,62.2,2
16029,65.0,D,A,defenses_justification_excuse,timing_status_at_moment;lesser_greater_offense_ladder,80.8,2
14627,54.0,A,B,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,93.5,0
21191,50.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,84,1
18565,58.0,C,A,defenses_justification_excuse,lesser_greater_offense_ladder,70.2,0
16085,,B,A,assault_battery_sex_kidnap,timing_status_at_moment,4.2,0
16157,,D,B,accomplice_party_liability,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,76.8,4
16177,,A,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,88,1
18587,63.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,110.5,0
16136,,A,C,homicide,mental_state_gradient;lesser_greater_offense_ladder,15.8,3
14645,80.0,B,D,fourth_amendment_search_seizure,constitutional_threshold,71.2,0
19770,58.0,B,A,defenses_justification_excuse,mental_state_gradient;lesser_greater_offense_ladder,81,1
16079,,B,A,theft_property_crimes,timing_status_at_moment;conspiracy_scope_withdrawal_merger;constitutional_threshold,63.2,0
14733,60.0,B,A,theft_property_crimes,lesser_greater_offense_ladder,14.2,4
18788,48.0,B,A,theft_property_crimes,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,96.5,4
17534,55.0,B,A,inchoate,attempt_preparation_line,80,2
16181,,B,D,exclusion_double_jeopardy_due_process,lesser_greater_offense_ladder;exception_to_exception,139.5,0
21605,62.0,C,B,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,72.2,1
17434,65.0,A,C,fourth_amendment_search_seizure,constitutional_threshold,71.5,0
18932,60.0,C,A,defenses_justification_excuse,lesser_greater_offense_ladder,70,0
16134,60.0,D,A,inchoate,mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,49.8,2
20040,62.0,C,A,homicide,lesser_greater_offense_ladder,66,1
17294,59.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,96.2,0
20611,60.0,A,B,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,95.2,2
21153,60.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,76.8,0
16115,52.0,C,A,accomplice_party_liability,mental_state_gradient,77.8,2
16185,,C,D,sentencing_eighth_appeal_habeas,timing_status_at_moment;lesser_greater_offense_ladder,117.2,1
21156,44.0,B,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,85.2,2
14600,76.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,111.8,0
14603,77.0,B,D,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,107,0
16080,,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,102.5,0
21342,71.0,A,C,defenses_justification_excuse,element_missing_despite_bad_intent;lesser_greater_offense_ladder,64.5,1
19844,60.0,D,B,theft_property_crimes,lesser_greater_offense_ladder,71.2,4
21027,58.0,C,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,110.5,2
21165,72.0,A,B,theft_property_crimes,,71,1
16149,,D,B,theft_property_crimes,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,59,0
16013,,D,B,fourth_amendment_search_seizure,mental_state_gradient;constitutional_threshold;remedy_vs_right,121.2,0
19538,68.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent,128.2,1
18956,60.0,B,A,sixth_trial_rights,timing_status_at_moment;mental_state_gradient;constitutional_threshold,62.2,0
21004,62.0,C,A,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;attempt_preparation_line;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,80.2,1
18106,70.0,A,B,inchoate,element_missing_despite_bad_intent;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,74,4
19261,70.0,C,A,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,67.2,3
17969,52.0,B,A,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,105.2,2
19692,55.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,57.8,2
19356,50.0,C,A,fifth_miranda_confessions,exception_to_exception,163.8,0
18601,64.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,76.8,0
16140,,A,D,inchoate,timing_status_at_moment;conspiracy_scope_withdrawal_merger,108,1
17063,72.0,A,C,fourth_amendment_search_seizure,constitutional_threshold,64.5,0
21426,47.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,72,2
14723,59.0,B,C,accomplice_party_liability,timing_status_at_moment;lesser_greater_offense_ladder,64,1
14562,85.0,D,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,108.5,0
18778,52.0,C,A,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,96.8,2
19232,55.0,C,D,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,86,2
18300,60.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold,67.2,0
19184,44.0,A,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,103,2
18765,48.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,106,2
18681,44.0,C,D,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,186,0
20497,72.0,A,B,homicide,timing_status_at_moment;lesser_greater_offense_ladder,74.5,2
16009,,C,A,theft_property_crimes,mental_state_gradient,94.8,3
18431,58.0,C,A,defenses_justification_excuse,lesser_greater_offense_ladder,69.5,1
14748,46.0,C,A,theft_property_crimes,attempt_preparation_line;lesser_greater_offense_ladder,22.5,3
18554,60.0,C,A,homicide,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,126,3
21184,74.0,C,A,theft_property_crimes,lesser_greater_offense_ladder,78.8,2
20391,50.0,C,A,fifth_miranda_confessions,constitutional_threshold,107.2,0
21604,55.0,C,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder,123.5,2
21348,58.0,C,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,61,1
16067,,D,A,mens_rea_actus_reus,mental_state_gradient,75,2
16146,,A,C,accomplice_party_liability,timing_status_at_moment;lesser_greater_offense_ladder,81.5,0
18563,62.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,78.5,0
20698,60.0,B,A,theft_property_crimes,timing_status_at_moment;attempt_preparation_line;conspiracy_scope_withdrawal_merger,57.2,2
17556,48.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,130.5,0
14659,89.0,A,B,homicide,timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder;exception_to_exception,46.5,2
17985,60.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,125.2,0
14730,72.0,D,C,accomplice_party_liability,timing_status_at_moment,103.5,1
16082,46.0,D,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,69.8,0
19833,72.0,A,D,sentencing_eighth_appeal_habeas,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder;constitutional_threshold,71.5,1
17426,71.0,A,B,theft_property_crimes,lesser_greater_offense_ladder,66.5,2
19463,60.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,114.2,1
17363,48.0,A,C,fifth_miranda_confessions,constitutional_threshold,89.2,0
16058,,D,A,assault_battery_sex_kidnap,lesser_greater_offense_ladder,94.5,2
21638,42.0,C,D,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,141.8,0
16138,,C,C,inchoate,timing_status_at_moment;conspiracy_scope_withdrawal_merger,76.2,2
17576,50.0,C,A,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,109.5,2
20881,12.0,C,B,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,79,0
19005,58.0,C,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,93.5,0
19345,58.0,C,A,mens_rea_actus_reus,mental_state_gradient;exception_to_exception,101,2
19271,40.0,B,A,inchoate,timing_status_at_moment;mental_state_gradient,78.5,1
17566,60.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,133,0
21719,58.0,A,D,sixth_trial_rights,remedy_vs_right,79.8,1
21804,60.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,120.2,0
16107,,A,A,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,91.2,0
17178,60.0,B,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,76.2,1
14691,76.0,A,C,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,71.8,2
14661,55.0,B,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,79.5,1
14654,65.0,B,C,defenses_justification_excuse,element_missing_despite_bad_intent;lesser_greater_offense_ladder,77,0
14589,66.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,123.8,0
17444,60.0,C,A,theft_property_crimes,lesser_greater_offense_ladder,62.2,1
19481,50.0,C,A,sixth_trial_rights,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,80.5,0
20592,72.0,C,B,mens_rea_actus_reus,,53.5,0
20749,58.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,73.2,1
20197,72.0,B,A,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,60,3
16056,62.0,D,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,74.5,0
14716,75.0,D,B,theft_property_crimes,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,79.5,2
14616,72.0,D,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,73.8,0
16001,,D,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,117.8,0
20780,62.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment,69.8,0
21812,62.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,77.5,3
20484,60.0,C,A,fourth_amendment_search_seizure,remedy_vs_right,78.2,0
17887,65.0,B,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,90.2,1
17929,65.0,C,A,defenses_justification_excuse,constitutional_threshold;exception_to_exception,67.2,0
18039,52.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,66,0
19471,55.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,77,0
20820,72.0,C,A,homicide,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,70.5,1
19144,74.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent,100.8,1
19019,66.0,B,A,fourth_amendment_search_seizure,,70.5,0
21131,73.0,B,A,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger,69,3
17880,46.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,86.5,0
21845,60.0,B,A,mens_rea_actus_reus,attempt_preparation_line;lesser_greater_offense_ladder,64,0
16101,,C,C,theft_property_crimes,timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,26.8,3
16135,,A,B,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,118.5,1
16074,,C,C,defenses_justification_excuse,mental_state_gradient;lesser_greater_offense_ladder,26.5,4
20150,58.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,93.8,1
20397,60.0,C,A,fifth_miranda_confessions,constitutional_threshold;remedy_vs_right,71.2,0
18747,73.0,A,B,theft_property_crimes,lesser_greater_offense_ladder,69.5,3
17345,55.0,C,A,defenses_justification_excuse,lesser_greater_offense_ladder,72.8,1
21723,62.0,C,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient;exception_to_exception,102.2,3
18447,47.0,C,A,homicide,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,70,1
17613,63.0,B,A,inchoate,element_missing_despite_bad_intent;attempt_preparation_line;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,67,2
21464,46.0,B,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,107.8,3
14693,62.0,B,A,homicide,element_missing_despite_bad_intent;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,15,4
19170,58.0,C,A,sixth_trial_rights,,117.2,0
14642,59.0,B,D,homicide,timing_status_at_moment;mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,301.8,4
14725,46.0,C,A,theft_property_crimes,element_missing_despite_bad_intent,152,1
18812,60.0,A,B,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,72.5,1
18477,73.0,C,A,theft_property_crimes,timing_status_at_moment,71,1
16187,,C,D,fifth_miranda_confessions,lesser_greater_offense_ladder,78.5,0
17859,72.0,A,B,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,63.2,0
17950,58.0,B,A,defenses_justification_excuse,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,85.2,2
16167,,C,C,inchoate,timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,63.8,2
14629,47.0,D,C,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,96,0
16112,70.0,B,A,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,71.5,1
14710,88.0,A,B,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,27.5,2
16066,,B,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,79,1
17200,62.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,66.2,1
21006,48.0,C,A,sixth_trial_rights,constitutional_threshold;remedy_vs_right;exception_to_exception,108.2,0
16033,58.0,C,D,theft_property_crimes,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,57.5,0
18610,60.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment,69.8,0
20789,48.0,C,B,fifth_miranda_confessions,constitutional_threshold;remedy_vs_right;exception_to_exception,123.8,1
21783,62.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,64.8,0
14601,53.0,A,C,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,88.2,2
21599,50.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,112.5,2
17165,45.0,B,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,104.5,3
17597,60.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,124.5,0
20948,48.0,C,A,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment;exception_to_exception,162.8,0
19336,55.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent,84.2,0
16050,55.0,D,A,theft_property_crimes,lesser_greater_offense_ladder,74.8,3
19957,72.0,A,B,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,67.2,1
20385,48.0,C,A,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,86,2
16154,,D,A,defenses_justification_excuse,lesser_greater_offense_ladder,73.5,1
17842,62.0,C,A,fifth_miranda_confessions,constitutional_threshold;remedy_vs_right,76.5,0
19937,71.0,A,D,fourth_amendment_search_seizure,lesser_greater_offense_ladder;constitutional_threshold;exception_to_exception,87.5,1
16038,,B,A,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,72,0
14620,54.0,C,D,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,124.5,2
16062,,C,D,theft_property_crimes,timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,23.8,2
21234,63.0,A,C,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,66.5,1
19827,52.0,B,C,theft_property_crimes,lesser_greater_offense_ladder,25.2,2
18843,74.0,C,A,theft_property_crimes,lesser_greater_offense_ladder,56.5,1
17873,62.0,C,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,85.5,2
16132,,D,A,theft_property_crimes,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,104.2,3
16205,,C,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,113,0
16162,,A,B,homicide,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,43.8,3
20449,50.0,C,A,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,89,0
21244,48.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,59.8,0
19767,50.0,B,A,sixth_trial_rights,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,87.8,2
20097,48.0,C,A,homicide,mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold,110,2
16153,,A,C,homicide,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,130.5,3
20323,60.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;mental_state_gradient,115.5,3
14579,74.0,B,C,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,135.5,0
16011,44.0,B,A,homicide,mental_state_gradient;lesser_greater_offense_ladder;remedy_vs_right,128.5,0
18892,60.0,A,C,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,76.8,0
17052,44.0,D,B,homicide,mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,25,3
16111,,A,B,homicide,lesser_greater_offense_ladder,71,2
14634,62.0,B,C,defenses_justification_excuse,,241,3
17361,57.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,72,2
16172,,C,D,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,51.5,0
16012,,A,B,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder,140.5,0
